# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
shiitake_mushroom,,shiitake mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,1398
oyster_sauce,,oyster sauce,poisson,,,0.70,150,,2,0,crustaces,18.0,0,1395
lettuce_leaf,,lettuce leaf,legume,,,0.60,120,,7,0,,3.0,0,1394
chipotle_chile_in_adobo,,chipotle chile in adobo,autre,,,0.70,100,,90,0,,5.0,0,1394
chili,,chili,epice,,,0.50,2,,730,1,,20.0,0,1393
mashed_banana,,mashed banana,fruit,,120.0,0.65,150,,7,0,,3.5,0,1393
penne_pasta,,penne pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,1391
portabella_mushroom,,portabella mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,1389
pepperoni,,pepperoni,viande,,,0.70,150,,3,0,,12.0,0,1387
coriander_leaf,,coriander leaf,epice,,,0.50,2,,730,1,,20.0,0,1382
mustard_seed,,mustard seed,epice,1.05,,0.50,2,,730,1,,20.0,0,1381
fruit,,fruit,autre,,,0.70,100,,90,0,,5.0,0,1372
liquid_smoke,,liquid smoke,transforme,,,0.80,200,,180,0,,25.0,1,1371
unflavored_gelatin,,unflavored gelatin,patisserie,,,0.60,10,,365,1,,15.0,0,1367
cannellini_bean,,cannellini bean,legumineuse,,,0.75,150,,730,1,,3.0,0,1356
fashioned_oat,,fashioned oat,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,1342
american_cheese,,american cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,1340
grape_tomato,,grape tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,1337
dark_rum,,dark rum,alcool,,,0.98,750,,730,0,,8.0,0,1335
lime_zest,,lime zest,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,1333
hazelnut,,hazelnut,oleagineux,0.5,,0.50,1,,180,0,fruits_a_coque,14.0,0,1326
puff_pastry,,puff pastry,pain,,,0.25,40,,4,0,gluten,7.0,1,1324
romano_cheese,,romano cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,1324
white_chocolate_chip,,white chocolate chip,sucrant,0.72,,0.85,20,,730,1,,6.0,0,1321
coriander_seed,,coriander seed,epice,,,0.50,2,,730,1,,20.0,0,1302
egg_substitute,,egg substitute,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,1301
vegetable_shortening,,vegetable shortening,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,1289
red_chili_pepper,,red chili pepper,epice,,,0.50,2,,730,1,,20.0,0,1284
crumbled_feta_cheese,,crumbled feta cheese,fromage,0.45,,0.45,30,,21,0,gluten;lactose,13.0,0,1282
smoked_paprika,,smoked paprika,epice,,,0.50,2,,730,1,,20.0,0,1275
parsnip,,parsnip,legume,,,0.60,120,,7,0,,2.5,1,1269
yellow_squash,,yellow squash,legume,,,0.60,120,,7,0,,3.0,0,1269
chuck,,chuck,viande,,,0.70,150,,3,0,,12.0,0,1268
lemongrass,,lemongrass,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,1261
sauerkraut,,sauerkraut,legume,,,0.60,120,,7,0,,3.0,1,1260
couscous,,couscous,cereale,,,0.70,100,,365,1,gluten,2.5,0,1254
gruyere_cheese,,gruyere cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,1251
lemon_wedge,,lemon wedge,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,1249
2_milk,,2% milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,1246
snow_pea,,snow pea,legumineuse,,,0.75,150,,730,1,,3.0,0,1240
chicken_wing,,chicken wing,volaille,,,0.70,150,,2,0,,9.0,0,1239
corn_flake,,corn flake,legume,,,0.60,120,,7,0,,3.0,0,1238
orange_peel,,orange peel,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,1232
yukon_gold_potato,,yukon gold potato,legume,,170.0,0.60,120,,7,0,,3.0,0,1230
rhubarb,,rhubarb,legume,,,0.60,120,,7,0,,4.0,1,1224
tomato_soup,,tomato soup,legume,,120.0,0.60,120,,7,0,,3.0,0,1220
bourbon,,bourbon,autre,,,0.70,100,,90,0,,5.0,0,1215
apple_cider,,apple cider,fruit,,180.0,0.65,150,,7,0,,3.5,0,1214
green_pea,,green pea,legumineuse,,,0.75,150,,730,1,,3.0,0,1211
red_food_coloring,,red food coloring,patisserie,,,0.60,10,,365,1,,15.0,0,1209
white_chocolate,,white chocolate,sucrant,,,0.85,20,,730,1,,6.0,0,1205
vanilla_essence,,vanilla essence,patisserie,,,0.60,10,,365,1,,15.0,0,1202
beef_bouillon_cube,,beef bouillon cube,bouillon,,,1.00,250,,365,1,,1.5,0,1198
peppercorn,,peppercorn,epice,,,0.50,2,,730,1,,20.0,0,1198
herb,,herb,herbe,,,0.25,5,,5,0,,25.0,0,1198
ice_water,,ice water,boisson,1.0,,1.00,250,,90,0,,2.0,0,1194
coconut_oil,,coconut oil,oleagineux,0.35,,0.50,1,,180,0,,14.0,0,1193
miracle_whip,,miracle whip,autre,,,0.70,100,,90,0,,5.0,0,1187
pesto_sauce,,pesto sauce,condiment,,,1.05,15,,180,1,,6.0,0,1185
chili_pepper,,chili pepper,epice,,,0.50,2,,730,1,,20.0,0,1180
quinoa,,quinoa,cereale,,,0.70,100,,365,1,,2.5,0,1179
bay_seasoning,,bay seasoning,epice,,,0.50,2,,730,1,,20.0,0,1177
taco_seasoning_mix,,taco seasoning mix,epice,,,0.50,2,,730,1,,20.0,0,1177
pizza_sauce,,pizza sauce,condiment,,,1.05,15,,180,1,,6.0,0,1175
radish,,radish,legume,,,0.60,120,,7,0,,3.0,0,1173
currant,,currant,autre,,,0.70,100,,90,0,,5.0,0,1169
parsley_leaf,,parsley leaf,herbe,,,0.25,5,,5,0,,25.0,0,1168
mustard_powder,,mustard powder,condiment,1.05,,1.05,15,,180,1,,6.0,0,1159
monterey_jack_pepper_cheese,,monterey jack pepper cheese,epice,0.45,,0.50,2,,730,1,lactose,20.0,0,1158
salad_oil,,salad oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,1141
beet,,beet,legume,,,0.60,120,,7,0,,3.0,0,1135
lemon_pepper,,lemon pepper,epice,,100.0,0.50,2,45.0,730,1,,20.0,0,1134
mashed_potato,,mashed potato,legume,,170.0,0.60,120,,7,0,,3.0,0,1132
flat_leaf_parsley,,flat-leaf parsley,herbe,,,0.25,5,,5,0,,25.0,0,1129
green_chili_pepper,,green chili pepper,epice,,,0.50,2,,730,1,,20.0,0,1126
orange_juice_concentrate,,orange juice concentrate,fruit,1.04,150.0,0.65,150,70.0,7,0,,3.5,0,1125
graham_cracker,,graham cracker,pain,,,0.25,40,,4,0,gluten,4.0,0,1118
vidalia_onion,,vidalia onion,legume,,150.0,0.60,120,,7,0,,3.0,0,1115
basmati_rice,,basmati rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,1108
vanilla_bean,,vanilla bean,patisserie,,3.0,0.60,10,,365,1,,15.0,0,1107
orange_marmalade,,orange marmalade,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,1102
lime_wedge,,lime wedge,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,1099
arugula,,arugula,legume,,,0.60,120,,7,0,,3.0,0,1097
macadamia_nut,,macadamia nut,oleagineux,0.5,,0.50,1,,180,0,fruits_a_coque,14.0,0,1091
creme_fraiche,,creme fraiche,autre,,,0.70,100,,90,0,,5.0,0,1086
green_cabbage,,green cabbage,legume,,,0.60,120,,7,0,,3.0,0,1081
pure_maple_syrup,,pure maple syrup,sucrant,1.32,,0.85,20,,730,1,,6.0,0,1079
macaroni,,macaroni,cereale,,,0.70,100,,365,1,gluten,2.5,0,1075
cream_of_celery_soup,,cream of celery soup,legume,0.99,,0.60,120,,7,0,lactose,3.0,0,1074
milk_chocolate_chip,,milk chocolate chip,sucrant,0.72,,0.85,20,,730,1,lactose,6.0,0,1066
flank_steak,,flank steak,viande,,,0.70,150,,3,0,,12.0,0,1064
turmeric_powder,,turmeric powder,epice,,,0.50,2,,730,1,,20.0,0,1062
seasoned_bread_crumb,,seasoned bread crumb,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,1055
tahini,,tahini,condiment,,,1.05,15,,180,1,,6.0,0,1053
mangoe,,mangoe,fruit,,,0.65,150,,7,0,,3.5,0,1052
chocolate_syrup,,chocolate syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,1047
yellow_pepper,,yellow pepper,epice,,,0.50,2,,730,1,,20.0,0,1047
italian_seasoned_breadcrumb,,italian seasoned breadcrumb,pain,0.45,30.0,0.25,40,,4,0,gluten,4.0,0,1045
1_milk,,1% milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,1041
red_chili_powder,,red chili powder,epice,,,0.50,2,,730,1,,20.0,0,1040
powdered_milk,,powdered milk,epice,1.03,,0.50,2,,730,1,lactose,20.0,0,1025
turkey_breast,,turkey breast,volaille,,,0.70,150,,2,0,,9.0,0,1020
flour_self_raising,,self raising flour,fruit,0.62,,0.65,150,,7,0,gluten,1.5,1,1019
orzo_pasta,,orzo pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,1016
marinara_sauce,,marinara sauce,condiment,,,1.05,15,,180,1,,6.0,0,1006
cherry_pie_filling,,cherry pie filling,fruit,,,0.65,150,,7,0,,3.5,0,1004
teaspoon_salt,,teaspoon salt,epice,1.22,,0.50,2,,730,1,,20.0,0,1001
ranch_dressing,,ranch dressing,condiment,,,1.05,15,,180,1,,6.0,0,992
instant_vanilla_pudding,,instant vanilla pudding,patisserie,,,0.60,10,,365,1,,15.0,0,984
butterscotch_chip,,butterscotch chip,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,983
chicken_piece,,chicken piece,volaille,,,0.70,150,,2,0,,9.0,0,983
sunflower_oil,,sunflower oil,matiere_grasse,0.92,,0.92,113,,120,1,,2.2,1,973
white_bean,,white bean,legumineuse,,,0.75,150,,730,1,,3.0,0,971
blackberry,,blackberry,autre,,,0.70,100,,90,0,,5.0,0,968
sage_leaf,,sage leaf,herbe,,,0.25,5,,5,0,,25.0,0,958
tart_apple,,tart apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,957
italian_dressing,,italian dressing,condiment,,,1.05,15,,180,1,,6.0,0,950
teriyaki_sauce,,teriyaki sauce,condiment,,,1.05,15,,180,1,,6.0,0,945
lemon_extract,,lemon extract,patisserie,,100.0,0.60,10,45.0,365,1,,15.0,0,944
fennel_bulb,,fennel bulb,legume,,,0.60,120,,7,0,,3.0,0,938
great_northern_bean,,great northern bean,legumineuse,,,0.75,150,,730,1,,3.0,0,936
kosher_salt_black_pepper,,kosher salt & black pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,931
corn_oil,,corn oil,legume,0.92,,0.60,120,,7,0,,3.0,0,931
self_raising_flour,,self-raising flour,fruit,0.62,,0.65,150,,7,0,gluten,3.5,0,929
part_skim_mozzarella_cheese,,part-skim mozzarella cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,925
arborio_rice,,arborio rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,924
tomato_with_juice,,tomato with juice,legume,1.04,120.0,0.60,120,,7,0,,3.0,0,924
sifted_flour,,sifted flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,919
cumin_powder,,cumin powder,epice,,,0.50,2,,730,1,,20.0,0,919
grain_mustard,,grain mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,912
turnip,,turnip,legume,,,0.60,120,,7,0,,3.0,0,909
wheat_bread,,wheat bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,907
kale,,kale,legume,,,0.60,120,,7,0,,3.0,0,907
long_grain_white_rice,,long-grain white rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,905
vegetable,,vegetable,autre,,,0.70,100,,90,0,,5.0,0,903
unbleached_flour,,unbleached flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,901
chorizo_sausage,,chorizo sausage,viande,,,0.70,150,,3,0,,12.0,0,898
clam,,clam,poisson,,,0.70,150,,2,0,crustaces,18.0,0,892
mirin,,mirin,autre,,,0.70,100,,90,0,,5.0,0,891
bisquick,,bisquick,autre,,,0.70,100,,90,0,,5.0,0,890
sun_tomato_in_oil,,sun- tomato in oil,legume,0.92,120.0,0.60,120,,7,0,,3.0,0,889
creamed_corn,,creamed corn,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,888
pistachio,,pistachio,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,886
roasting_chicken,,roasting chicken,volaille,,,0.70,150,,2,0,,9.0,0,881
cremini_mushroom,,cremini mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,879
ghee,,ghee,autre,,,0.70,100,,90,0,,5.0,0,871
condensed_cream_of_mushroom_soup,,condensed cream of mushroom soup,legume,0.99,20.0,0.60,120,,7,0,lactose,3.0,0,870
noodle,,noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,870
mexican_blend_cheese,,mexican blend cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,869
mascarpone_cheese,,mascarpone cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,868
white_mushroom,,white mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,868
coffee,,coffee,boisson,,,1.00,250,,90,0,,2.0,0,868
rice_flour,,rice flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,864
red_cabbage,,red cabbage,legume,,,0.60,120,,7,0,,3.0,0,860
pancetta,,pancetta,viande,,,0.70,150,,3,0,,12.0,0,857
tequila,,tequila,autre,,,0.70,100,,90,0,,5.0,0,856
apricot_preserve,,apricot preserve,fruit,,,0.65,150,,7,0,,3.5,0,854
english_cucumber,,english cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,854
kahlua,,kahlua,autre,,,0.70,100,,90,0,,5.0,0,853
asiago_cheese,,asiago cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,849
ranch_dressing_mix,,ranch dressing mix,condiment,,,1.05,15,,180,1,,6.0,0,843
wild_rice,,wild rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,840
brussels_sprout,,brussels sprout,legume,,,0.60,120,,7,0,,3.0,0,840
asparagus_spear,,asparagus spear,legume,,180.0,0.60,120,,7,0,,3.0,0,835
onion_salt,,onion salt,legume,1.22,150.0,0.60,120,,7,0,,3.0,0,834
black_eyed_pea,,black-eyed pea,legumineuse,,,0.75,150,,730,1,,3.0,0,831
saffron,,saffron,epice,,,0.50,2,,730,1,,20.0,0,830
instant_coffee,,instant coffee,boisson,,,1.00,250,,90,0,,2.0,0,828
smoked_salmon,,smoked salmon,poisson,,,0.70,150,,2,0,poisson,18.0,0,826
ritz_cracker,,ritz cracker,pain,,,0.25,40,,4,0,gluten,4.0,0,826
angel_hair_pasta,,angel hair pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,824
pork_loin,,pork loin,viande,,,0.70,150,,3,0,,12.0,0,823
vegetable_oil_cooking_spray,,vegetable oil cooking spray,transforme,0.92,,0.80,200,,180,0,,7.0,0,820
fat_free_cream_cheese,,fat free cream cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,819
soft_butter,,soft butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,814
baking_cocoa,,baking cocoa,patisserie,0.42,,0.60,10,,365,1,,15.0,0,812
coriander_powder,,coriander powder,epice,,,0.50,2,,730,1,,20.0,0,811
pita_bread,,pita bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,810
reduced_sodium_soy_sauce,,reduced sodium soy sauce,condiment,1.15,,1.05,15,,180,1,soja,6.0,0,806
dark_sesame_oil,,dark sesame oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,806
wheat_pastry_flour,,wheat pastry flour,pain,0.53,,0.25,40,,4,0,gluten,4.0,0,800
red_capsicum,,red capsicum,autre,,,0.70,100,,90,0,,5.0,0,800
dill_pickle,,dill pickle,herbe,,,0.25,5,,5,0,,25.0,0,787
mace,,mace,autre,,,0.70,100,,90,0,,5.0,0,785
lard,,lard,matiere_grasse,,,0.92,113,,120,1,,5.0,0,784
pork_sausage,,pork sausage,viande,,,0.70,150,,3,0,,12.0,0,778
enchilada_sauce,,enchilada sauce,condiment,,,1.05,15,,180,1,,6.0,0,772
bacon_bit,,bacon bit,viande,,25.0,0.70,150,,3,0,,12.0,0,772
smoked_sausage,,smoked sausage,viande,,,0.70,150,,3,0,,12.0,0,772
fettuccine,,fettuccine,cereale,,,0.70,100,,365,1,,2.5,0,768
italian_salad_dressing,,italian salad dressing,condiment,,,1.05,15,,180,1,,6.0,0,764
clove_garlic,,clove garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,762
cranberry_juice,,cranberry juice,fruit,1.04,,0.65,150,,7,0,,3.5,0,757
fig,,fig,fruit,,,0.65,150,,7,0,,3.5,0,752
tilapia_fillet,,tilapia fillet,autre,,,0.70,100,,90,0,,5.0,0,750
pork_shoulder,,pork shoulder,viande,,,0.70,150,,3,0,,12.0,0,750
crumbled_blue_cheese,,crumbled blue cheese,fromage,0.45,,0.45,30,,21,0,gluten;lactose,13.0,0,749
bok_choy,,bok choy,legume,,,0.60,120,,7,0,,3.0,0,746
thyme_leave,,thyme leave,herbe,,,0.25,5,,5,0,,25.0,0,745
cream_style_corn,,cream-style corn,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,743
rice_krispy,,rice krispy,cereale,0.85,,0.70,100,,365,1,,2.5,0,742
baguette,,baguette,autre,,,0.70,100,,90,0,,5.0,0,741
prune,,prune,autre,,,0.70,100,,90,0,,5.0,0,741
double_cream,,double cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,740
anchovy_fillet,,anchovy fillet,poisson,,,0.70,150,,2,0,poisson,18.0,0,740
oreo_cooky,,oreo cooky,autre,,,0.70,100,,90,0,,5.0,0,739
condensed_cream_of_chicken_soup,,condensed cream of chicken soup,volaille,0.99,,0.70,150,,2,0,lactose,9.0,0,736
fat_free_sour_cream,,fat free sour cream,laitier,0.96,,1.02,200,,10,0,lactose,3.0,0,735
graham_cracker_crust,,graham cracker crust,pain,,,0.25,40,,4,0,gluten,4.0,0,735
round_steak,,round steak,viande,,,0.70,150,,3,0,,12.0,0,734
instant_yeast,,instant yeast,patisserie,,,0.60,10,,365,1,,15.0,0,732
grand_marnier,,grand marnier,autre,,,0.70,100,,90,0,,5.0,0,728
agave_nectar,,agave nectar,autre,,,0.70,100,,90,0,,5.0,0,728
creole_seasoning,,creole seasoning,epice,,,0.50,2,,730,1,,20.0,0,726
lump_crabmeat,,lump crabmeat,viande,,,0.70,150,,3,0,crustaces,12.0,0,726
colby_monterey_jack_cheese,,colby-monterey jack cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,723
pasta_shell,,pasta shell,cereale,,,0.70,100,,365,1,gluten,2.5,0,722
vanilla_instant_pudding_mix,,vanilla instant pudding mix,patisserie,,,0.60,10,,365,1,,15.0,0,720
stewing_beef,,stewing beef,viande,,,0.70,150,,3,0,,12.0,0,719
sirloin,,sirloin,viande,,,0.70,150,,3,0,,12.0,0,719
white_cake_mix,,white cake mix,transforme,,,0.80,200,,180,0,,7.0,0,718
sherry_wine_vinegar,,sherry wine vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,716
pasta_sauce,,pasta sauce,cereale,,,0.70,100,,365,1,gluten,2.5,0,715
pearl_barley,,pearl barley,cereale,,180.0,0.70,100,,365,1,gluten,2.5,0,709
chili_flake,,chili flake,epice,,,0.50,2,,730,1,,20.0,0,709
vanilla_wafer,,vanilla wafer,patisserie,,,0.60,10,,365,1,,15.0,0,709
tomatillo,,tomatillo,autre,,,0.70,100,,90,0,,5.0,0,709
soft_breadcrumb,,soft breadcrumb,pain,0.45,30.0,0.25,40,,4,0,gluten,4.0,0,704
cracked_pepper,,cracked pepper,epice,,,0.50,2,,730,1,,20.0,0,703
wide_egg_noodle,,wide egg noodle,cereale,,50.0,0.70,100,,365,1,gluten;oeuf,2.5,0,702
ginger_ale,,ginger ale,epice,,,0.50,2,,730,1,,20.0,0,701
lima_bean,,lima bean,legumineuse,,,0.75,150,,730,1,,3.0,0,700
golden_syrup,,golden syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,699
wonton_wrapper,,wonton wrapper,pain,,,0.25,40,,4,0,,4.0,0,694
refrigerated_crescent_dinner_roll,,refrigerated crescent dinner roll,pain,,,0.25,40,,4,0,,4.0,0,692
pumpkin_seed,,pumpkin seed,legume,,,0.60,120,,7,0,,3.0,0,691
cauliflower_floret,,cauliflower floret,legume,,,0.60,120,,7,0,,3.0,0,691
serrano_chili,,serrano chili,epice,,,0.50,2,,730,1,,20.0,0,689
watercress,,watercress,boisson,1.0,,1.00,250,,90,0,,2.0,0,679
okra,,okra,legume,,,0.60,120,,7,0,,3.0,0,679
lemon_slice,,lemon slice,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,677
marinated_artichoke_heart,,marinated artichoke heart,legume,,,0.60,120,,7,0,,3.0,0,673
sake,,sake,autre,,,0.70,100,,90,0,,5.0,0,669
milk_powder,,milk powder,epice,1.03,,0.50,2,,730,1,lactose,20.0,0,668
dog,,dog,autre,,,0.70,100,,90,0,,5.0,0,667
crystallized_ginger,,crystallized ginger,epice,,,0.50,2,,730,1,,20.0,0,667
desiccated_coconut,,desiccated coconut,oleagineux,0.35,,0.50,1,,180,0,,14.0,0,665
sirloin_steak,,sirloin steak,viande,,,0.70,150,,3,0,,12.0,0,665
chocolate_square,,chocolate square,sucrant,,,0.85,20,,730,1,,6.0,0,661
saffron_thread,,saffron thread,epice,,,0.50,2,,730,1,,20.0,0,660
spanish_onion,,spanish onion,legume,,150.0,0.60,120,,7,0,,3.0,0,660
scallop,,scallop,poisson,,,0.70,150,,2,0,crustaces,18.0,0,658
instant_coffee_granule,,instant coffee granule,boisson,,,1.00,250,,90,0,,2.0,0,657
bicarbonate_of_soda,,bicarbonate of soda,boisson,,,1.00,250,,90,0,,2.0,0,656
serrano_pepper,,serrano pepper,epice,,,0.50,2,,730,1,,20.0,0,656
chunky_salsa,,chunky salsa,condiment,,,1.05,15,,180,1,,6.0,0,654
bisquick_baking_mix,,bisquick baking mix,patisserie,,,0.60,10,,365,1,,15.0,0,653
gelatin,,gelatin,patisserie,,,0.60,10,,365,1,,15.0,0,652
sweet_chili_sauce,,sweet chili sauce,epice,,,0.50,2,,730,1,,20.0,0,651
green_food_coloring,,green food coloring,patisserie,,,0.60,10,,365,1,,15.0,0,648
crisco,,crisco,autre,,,0.70,100,,90,0,,5.0,0,648
sultana,,sultana,autre,,,0.70,100,,90,0,,5.0,0,648
soya_sauce,,soya sauce,condiment,,,1.05,15,,180,1,soja,6.0,0,647
beef_stew_meat,,beef stew meat,viande,,,0.70,150,,3,0,,12.0,0,647
kielbasa,,kielbasa,autre,,,0.70,100,,90,0,,5.0,0,645
hash_brown,,hash brown,autre,,,0.70,100,,90,0,,5.0,0,644
prawn,,prawn,autre,,,0.70,100,,90,0,crustaces,5.0,0,643
red_lentil,,red lentil,legumineuse,,,0.75,150,,730,1,,3.0,0,642
curry_leaf,,curry leaf,epice,,,0.50,2,,730,1,,20.0,0,640
oat_bran,,oat bran,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,638
lukewarm_water,,lukewarm water,boisson,1.0,,1.00,250,,90,0,,2.0,0,638
cantaloupe,,cantaloupe,autre,,,0.70,100,,90,0,,5.0,0,636
mixed_salad_green,,mixed salad green,transforme,,,0.80,200,,180,0,,7.0,0,636
crouton,,crouton,autre,,,0.70,100,,90,0,,5.0,0,636
smooth_peanut_butter,,smooth peanut butter,oleagineux,1.08,113.0,0.50,1,,180,0,lactose;arachide,14.0,0,635
chuck_roast,,chuck roast,viande,,,0.70,150,,3,0,,12.0,0,635
dark_soy_sauce,,dark soy sauce,condiment,1.15,,1.05,15,,180,1,soja,6.0,0,632
xanthan_gum,,xanthan gum,autre,,,0.70,100,,90,0,,5.0,0,632
apricot_jam,,apricot jam,fruit,,,0.65,150,,7,0,,3.5,0,632
italian_bread,,italian bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,628
bow_tie_pasta,,bow tie pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,627
cognac,,cognac,autre,,,0.70,100,,90,0,,5.0,0,627
saltine_cracker,,saltine cracker,pain,1.22,,0.25,40,,4,0,gluten,4.0,0,627
penne,,penne,cereale,,,0.70,100,,365,1,gluten,2.5,0,624
sugar_substitute,,sugar substitute,sucrant,0.85,,0.85,20,,730,1,,6.0,0,622
navy_bean,,navy bean,legumineuse,,,0.75,150,,730,1,,3.0,0,618
chili_bean,,chili bean,epice,,,0.50,2,,730,1,,20.0,0,616
mussel,,mussel,autre,,,0.70,100,,90,0,,5.0,0,616
guacamole,,guacamole,autre,,,0.70,100,,90,0,,5.0,0,613
barley,,barley,cereale,,,0.70,100,,365,1,gluten,2.5,0,613
peppermint_extract,,peppermint extract,patisserie,,,0.60,10,,365,1,,15.0,0,612
sifted_powdered_sugar,,sifted powdered sugar,epice,0.56,,0.50,2,,730,1,,20.0,0,611
sea_scallop,,sea scallop,poisson,,,0.70,150,,2,0,crustaces,18.0,0,611
meat,,meat,viande,,,0.70,150,,3,0,,12.0,0,611
cardamom_pod,,cardamom pod,epice,,,0.50,2,,730,1,,20.0,0,609
star_anise,,star anise,autre,,,0.70,100,,90,0,,5.0,0,609
tamari,,tamari,autre,,,0.70,100,,90,0,,5.0,0,608
part_skim_ricotta_cheese,,part-skim ricotta cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,607
kiwi_fruit,,kiwi fruit,autre,,,0.70,100,,90,0,,5.0,0,604
berry_cranberry_sauce,,berry cranberry sauce,fruit,,,0.65,150,,7,0,,3.5,0,600
red_chile,,red chile,autre,,,0.70,100,,90,0,,5.0,0,597
instant_chocolate_pudding_mix,,instant chocolate pudding mix,sucrant,,,0.85,20,,730,1,,6.0,0,596
pineapple_tidbit,,pineapple tidbit,fruit,,180.0,0.65,150,,7,0,,3.5,0,596
papaya,,papaya,autre,,,0.70,100,,90,0,,5.0,0,595
chicken_bouillon,,chicken bouillon,bouillon,,,1.00,250,,365,1,,1.5,0,591
sweet_pickle_relish,,sweet pickle relish,condiment,,,1.05,15,,180,1,,6.0,0,590
rice_wine,,rice wine,cereale,0.85,,0.70,100,,365,1,,2.5,0,590
shell_pasta,,shell pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,590
condensed_tomato_soup,,condensed tomato soup,legume,,120.0,0.60,120,,7,0,,3.0,0,588
poblano_pepper,,poblano pepper,epice,,,0.50,2,,730,1,,20.0,0,588
caramel,,caramel,autre,,,0.70,100,,90,0,,5.0,0,586
philadelphia_cream_cheese,,philadelphia cream cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,585
brie_cheese,,brie cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,585
orange_bell_pepper,,orange bell pepper,epice,,150.0,0.50,2,,730,1,,20.0,0,585
instant_rice,,instant rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,584
almond_milk,,almond milk,oleagineux,1.03,,0.50,1,,180,0,fruits_a_coque,14.0,0,584
wine_vinegar,,wine vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,583
alfredo_sauce,,alfredo sauce,condiment,,,1.05,15,,180,1,,6.0,0,582
